metric_id,project_id,metric_name,metric_value,recorded_date
MET000442,PROJ000049,Sprint Velocity,98.0,2025-02-02
MET000443,PROJ000250,Sprint Velocity,12.57,2025-05-30
MET000444,PROJ000099,Retention Rate,11.99,2026-07-04
MET000445,PROJ000027,Feature Adoption,34.02,2026-03-15
MET000446,PROJ000212,Retention Rate,79.98,2024-11-05
MET000447,PROJ000028,Retention Rate,85.5,2025-07-03
MET000448,PROJ000028,Feature Adoption,49.8,2024-12-06
MET000449,PROJ000097,Net Promoter Score,26.63,2026-07-03
MET000450,PROJ000020,Deployment Frequency,4.29,2025-05-11
MET000451,PROJ000143,Deployment Frequency,63.16,2025-11-25
MET000452,PROJ000157,Net Promoter Score,42.35,2025-08-26
MET000453,PROJ000221,Bug Resolution Rate,73.83,2025-07-01
MET000454,PROJ000064,Sprint Velocity,80.73,2026-06-09
MET000455,PROJ000182,Deployment Frequency,14.61,2025-02-25
MET000456,PROJ000026,Feature Completion,24.23,2026-04-28
MET000457,PROJ000090,Average Response Time,57.65,2025-01-04
MET000458,PROJ000048,Deployment Frequency,74.61,2025-03-12
MET000459,PROJ000242,Average Response Time,96.26,2025-02-13
MET000460,PROJ000190,Monthly Active Users,60.5,2025-09-03
MET000461,PROJ000036,Net Promoter Score,43.52,2025-04-03
MET000462,PROJ000202,Customer Satisfaction,44.65,2025-06-21
MET000463,PROJ000170,Bug Resolution Rate,91.91,2025-08-09
MET000464,PROJ000157,Customer Satisfaction,37.53,2025-02-05
MET000465,PROJ000205,Monthly Active Users,64.66,2024-11-08
MET000466,PROJ000146,Retention Rate,11.5,2025-04-04
MET000467,PROJ000019,Customer Satisfaction,53.93,2026-06-25
MET000468,PROJ000165,Feature Completion,84.88,2025-09-29
MET000469,PROJ000095,Average Response Time,91.57,2025-02-12
MET000470,PROJ000218,Sprint Velocity,14.68,2024-11-28
MET000471,PROJ000063,Sprint Velocity,97.81,2025-11-01
MET000472,PROJ000015,Sprint Velocity,70.75,2026-04-07
MET000473,PROJ000148,Monthly Active Users,95.31,2025-07-16
MET000474,PROJ000011,Bug Resolution Rate,18.46,2026-04-07
MET000475,PROJ000095,Customer Satisfaction,34.8,2026-02-16
MET000476,PROJ000151,Feature Adoption,88.11,2026-05-11
MET000477,PROJ000123,Customer Satisfaction,38.64,2025-04-10
MET000478,PROJ000225,Feature Adoption,75.86,2026-07-17
MET000479,PROJ000073,Sprint Velocity,93.48,2025-02-08
MET000480,PROJ000138,Bug Resolution Rate,5.49,2026-05-12
MET000481,PROJ000202,Net Promoter Score,78.77,2024-09-19
MET000482,PROJ000020,Bug Resolution Rate,72.5,2025-03-27
MET000483,PROJ000137,Bug Resolution Rate,51.98,2026-05-27
MET000484,PROJ000250,Monthly Active Users,36.09,2024-10-12
MET000485,PROJ000159,Bug Resolution Rate,38.74,2025-09-12
MET000486,PROJ000023,Monthly Active Users,51.0,2025-03-29
MET000487,PROJ000200,Feature Adoption,70.51,2025-06-05
MET000488,PROJ000132,Average Response Time,50.16,2026-05-21
MET000489,PROJ000069,Feature Adoption,40.56,2026-02-18
MET000490,PROJ000007,Net Promoter Score,13.16,2025-02-20
MET000491,PROJ000066,Bug Resolution Rate,41.4,2024-12-21
MET000492,PROJ000007,Feature Completion,55.45,2025-05-14
MET000493,PROJ000243,Sprint Velocity,67.73,2024-12-23
MET000494,PROJ000005,Monthly Active Users,87.35,2024-09-01
MET000495,PROJ000111,Feature Completion,29.27,2026-03-15
MET000496,PROJ000181,Feature Adoption,11.48,2025-11-24
MET000497,PROJ000031,Bug Resolution Rate,94.62,2024-08-06
MET000498,PROJ000158,Net Promoter Score,74.78,2026-05-10
MET000499,PROJ000135,Monthly Active Users,23.97,2024-08-18
MET000500,PROJ000007,Average Response Time,0.08,2026-02-13
MET000501,PROJ000141,Monthly Active Users,97.81,2026-06-17
MET000502,PROJ000126,Bug Resolution Rate,34.46,2024-08-30
MET000503,PROJ000189,Feature Adoption,66.85,2025-02-19
MET000504,PROJ000117,Deployment Frequency,7.02,2025-12-31
MET000505,PROJ000198,Average Response Time,5.79,2025-09-07
MET000506,PROJ000030,Net Promoter Score,31.15,2026-06-21
MET000507,PROJ000088,Bug Resolution Rate,92.34,2024-10-01
MET000508,PROJ000016,Average Response Time,23.84,2025-10-26
MET000509,PROJ000213,Feature Adoption,70.76,2026-06-12
MET000510,PROJ000207,Bug Resolution Rate,14.58,2025-06-30
MET000511,PROJ000188,Bug Resolution Rate,29.77,2026-03-03
MET000512,PROJ000002,Deployment Frequency,86.2,2025-11-30
MET000513,PROJ000241,Deployment Frequency,94.62,2025-09-16
MET000514,PROJ000229,Monthly Active Users,40.62,2026-05-20
MET000515,PROJ000083,Customer Satisfaction,62.77,2024-10-11
MET000516,PROJ000153,Average Response Time,81.97,2025-10-27
MET000517,PROJ000239,Feature Completion,97.91,2024-08-19
MET000518,PROJ000094,Net Promoter Score,91.02,2025-04-21
MET000519,PROJ000041,Monthly Active Users,14.88,2026-05-13
MET000520,PROJ000104,Net Promoter Score,23.03,2025-09-19
MET000521,PROJ000110,Monthly Active Users,84.36,2026-06-24
MET000522,PROJ000086,Feature Adoption,22.71,2025-11-06
MET000523,PROJ000168,Customer Satisfaction,14.25,2025-08-25
MET000524,PROJ000140,Feature Adoption,85.06,2026-07-08
MET000525,PROJ000116,Retention Rate,24.36,2025-03-10
MET000526,PROJ000219,Retention Rate,10.49,2025-02-08
MET000527,PROJ000011,Customer Satisfaction,15.97,2025-11-16
MET000528,PROJ000245,Customer Satisfaction,59.98,2025-12-08
MET000529,PROJ000012,Bug Resolution Rate,61.38,2025-03-08
MET000530,PROJ000019,Bug Resolution Rate,83.0,2024-11-08
MET000531,PROJ000238,Average Response Time,46.25,2026-04-04
MET000532,PROJ000036,Net Promoter Score,56.05,2024-09-10
MET000533,PROJ000052,Customer Satisfaction,26.39,2025-10-13
MET000534,PROJ000042,Deployment Frequency,18.5,2025-01-08
MET000535,PROJ000213,Sprint Velocity,57.81,2024-09-23
MET000536,PROJ000077,Feature Completion,65.05,2025-04-18
MET000537,PROJ000184,Feature Completion,78.38,2025-01-12
MET000538,PROJ000113,Bug Resolution Rate,6.57,2025-08-04
MET000539,PROJ000227,Feature Adoption,65.13,2026-02-01
MET000540,PROJ000207,Feature Completion,95.52,2026-07-20
MET000541,PROJ000149,Bug Resolution Rate,2.82,2025-06-14
MET000542,PROJ000138,Feature Adoption,32.45,2026-03-02
MET000543,PROJ000061,Customer Satisfaction,3.87,2025-01-30
MET000544,PROJ000043,Retention Rate,26.72,2026-07-22
MET000545,PROJ000031,Customer Satisfaction,67.31,2025-03-01
MET000546,PROJ000134,Sprint Velocity,71.06,2024-11-18
MET000547,PROJ000218,Net Promoter Score,41.12,2026-07-09
MET000548,PROJ000197,Feature Adoption,18.37,2024-10-28
MET000549,PROJ000016,Bug Resolution Rate,50.65,2026-03-12
MET000550,PROJ000143,Feature Adoption,68.26,2026-02-03
MET000551,PROJ000218,Net Promoter Score,87.7,2024-12-28
MET000552,PROJ000091,Feature Completion,1.17,2026-05-01
MET000553,PROJ000086,Bug Resolution Rate,84.01,2024-08-28
MET000554,PROJ000228,Feature Completion,65.25,2025-05-22
MET000555,PROJ000117,Monthly Active Users,83.8,2024-08-13
MET000556,PROJ000096,Monthly Active Users,41.58,2025-07-17
MET000557,PROJ000247,Average Response Time,90.67,2025-06-25
MET000558,PROJ000201,Deployment Frequency,43.46,2025-11-02
MET000559,PROJ000248,Monthly Active Users,48.13,2026-02-26
MET000560,PROJ000144,Monthly Active Users,48.16,2025-07-17
MET000561,PROJ000227,Feature Completion,40.43,2025-08-26
MET000562,PROJ000249,Average Response Time,75.81,2024-12-06
MET000563,PROJ000183,Deployment Frequency,21.44,2025-05-13
MET000564,PROJ000162,Deployment Frequency,35.0,2024-10-07
MET000565,PROJ000226,Average Response Time,29.36,2025-03-07
MET000566,PROJ000154,Net Promoter Score,23.95,2025-11-26
MET000567,PROJ000122,Average Response Time,14.93,2025-12-25
MET000568,PROJ000051,Sprint Velocity,67.79,2024-10-28
MET000569,PROJ000072,Bug Resolution Rate,34.24,2026-06-24
MET000570,PROJ000048,Bug Resolution Rate,38.03,2025-10-21
MET000571,PROJ000182,Monthly Active Users,29.43,2025-06-17
MET000572,PROJ000194,Sprint Velocity,60.94,2025-08-01
MET000573,PROJ000172,Deployment Frequency,11.17,2025-11-05
MET000574,PROJ000124,Sprint Velocity,78.3,2025-10-04
MET000575,PROJ000013,Deployment Frequency,13.77,2025-01-16
MET000576,PROJ000148,Customer Satisfaction,16.95,2026-03-13
MET000577,PROJ000006,Customer Satisfaction,44.93,2024-09-24
MET000578,PROJ000188,Sprint Velocity,29.44,2026-04-04
MET000579,PROJ000124,Retention Rate,48.7,2024-09-29
MET000580,PROJ000198,Feature Completion,57.54,2024-10-21
MET000581,PROJ000113,Feature Completion,65.79,2025-11-20
MET000582,PROJ000021,Retention Rate,2.53,2024-07-31
MET000583,PROJ000071,Net Promoter Score,21.76,2024-11-01
MET000584,PROJ000043,Retention Rate,6.52,2026-06-19
MET000585,PROJ000098,Customer Satisfaction,92.27,2025-08-31
MET000586,PROJ000209,Deployment Frequency,38.7,2026-06-01
MET000587,PROJ000036,Deployment Frequency,66.54,2024-10-15
MET000588,PROJ000103,Retention Rate,57.12,2024-12-15
MET000589,PROJ000006,Monthly Active Users,45.52,2025-03-26
MET000590,PROJ000163,Monthly Active Users,1.24,2024-12-15
MET000591,PROJ000185,Average Response Time,48.46,2026-06-22
MET000592,PROJ000174,Sprint Velocity,15.35,2024-10-02
MET000593,PROJ000219,Bug Resolution Rate,71.36,2025-02-18
MET000594,PROJ000129,Monthly Active Users,31.94,2024-07-22
MET000595,PROJ000143,Retention Rate,49.85,2026-07-16
MET000596,PROJ000096,Feature Completion,94.76,2025-01-13
MET000597,PROJ000138,Monthly Active Users,56.97,2026-06-28
MET000598,PROJ000218,Monthly Active Users,10.77,2025-08-21
MET000599,PROJ000069,Deployment Frequency,83.26,2025-01-28
MET000600,PROJ000074,Sprint Velocity,91.81,2025-11-05
MET000601,PROJ000036,Net Promoter Score,92.99,2024-09-08
MET000602,PROJ000065,Feature Adoption,86.29,2025-09-26
MET000603,PROJ000063,Retention Rate,74.44,2025-12-13
MET000604,PROJ000247,Retention Rate,10.49,2025-06-26
MET000605,PROJ000247,Sprint Velocity,2.75,2025-09-27
MET000606,PROJ000137,Deployment Frequency,38.05,2025-06-09
MET000607,PROJ000151,Average Response Time,37.79,2025-09-19
MET000608,PROJ000059,Retention Rate,86.94,2026-04-02
MET000609,PROJ000129,Retention Rate,64.15,2025-05-10
MET000610,PROJ000129,Feature Adoption,95.22,2024-09-16
MET000611,PROJ000019,Feature Completion,87.51,2025-06-04
MET000612,PROJ000119,Net Promoter Score,70.11,2024-10-01
MET000613,PROJ000034,Net Promoter Score,16.0,2026-03-21
MET000614,PROJ000028,Retention Rate,14.74,2026-01-13
MET000615,PROJ000063,Monthly Active Users,44.25,2025-08-28
MET000616,PROJ000221,Feature Completion,78.68,2025-09-22
MET000617,PROJ000024,Customer Satisfaction,3.54,2026-05-22
MET000618,PROJ000018,Customer Satisfaction,64.45,2026-06-15
MET000619,PROJ000013,Average Response Time,63.22,2025-10-18
MET000620,PROJ000128,Feature Completion,31.42,2024-12-05
MET000621,PROJ000176,Monthly Active Users,37.71,2024-12-20
MET000622,PROJ000125,Average Response Time,33.36,2026-02-04
MET000623,PROJ000063,Deployment Frequency,99.09,2025-07-29
MET000624,PROJ000104,Bug Resolution Rate,39.33,2025-07-06
MET000625,PROJ000096,Net Promoter Score,84.2,2026-01-02
MET000626,PROJ000067,Average Response Time,72.71,2024-07-25
MET000627,PROJ000022,Average Response Time,66.79,2026-01-26
MET000628,PROJ000093,Customer Satisfaction,55.13,2025-01-07
MET000629,PROJ000092,Sprint Velocity,40.73,2025-06-24
MET000630,PROJ000119,Monthly Active Users,10.4,2024-09-07
MET000631,PROJ000152,Customer Satisfaction,44.38,2025-08-07
MET000632,PROJ000177,Deployment Frequency,83.64,2024-11-09
MET000633,PROJ000211,Customer Satisfaction,68.04,2025-01-09
MET000634,PROJ000039,Average Response Time,5.38,2025-04-01
MET000635,PROJ000129,Net Promoter Score,64.34,2026-03-03
MET000636,PROJ000058,Monthly Active Users,89.06,2026-06-15
MET000637,PROJ000088,Customer Satisfaction,15.61,2025-03-07
MET000638,PROJ000145,Net Promoter Score,79.9,2025-05-19
MET000639,PROJ000166,Monthly Active Users,57.33,2026-03-13
MET000640,PROJ000040,Bug Resolution Rate,30.13,2024-09-21
MET000641,PROJ000034,Customer Satisfaction,46.72,2026-05-28
MET000642,PROJ000108,Monthly Active Users,17.65,2025-04-01
MET000643,PROJ000062,Feature Completion,86.88,2025-12-02
MET000644,PROJ000131,Customer Satisfaction,52.85,2025-06-29
MET000645,PROJ000101,Feature Adoption,81.79,2024-11-01
MET000646,PROJ000161,Feature Adoption,77.93,2024-09-10
MET000647,PROJ000008,Sprint Velocity,27.83,2026-02-21
MET000648,PROJ000037,Feature Adoption,6.98,2026-07-02
MET000649,PROJ000217,Sprint Velocity,40.46,2024-11-30
MET000650,PROJ000037,Monthly Active Users,35.69,2025-07-01
MET000651,PROJ000164,Bug Resolution Rate,14.46,2026-07-02
MET000652,PROJ000141,Retention Rate,29.39,2025-10-03
MET000653,PROJ000097,Net Promoter Score,34.7,2024-08-23
MET000654,PROJ000139,Monthly Active Users,11.54,2024-11-19
MET000655,PROJ000231,Net Promoter Score,2.83,2025-07-11
MET000656,PROJ000154,Monthly Active Users,83.74,2025-04-08
MET000657,PROJ000240,Feature Adoption,92.35,2025-01-14
MET000658,PROJ000037,Deployment Frequency,53.17,2025-07-12
MET000659,PROJ000030,Retention Rate,60.99,2026-04-12
MET000660,PROJ000066,Sprint Velocity,69.35,2026-03-27
MET000661,PROJ000054,Deployment Frequency,94.61,2026-01-06
MET000662,PROJ000169,Average Response Time,78.83,2026-01-31
MET000663,PROJ000106,Retention Rate,91.07,2024-09-26
MET000664,PROJ000204,Monthly Active Users,26.89,2026-01-28
MET000665,PROJ000063,Feature Adoption,96.42,2024-11-08
MET000666,PROJ000232,Average Response Time,5.46,2025-05-28
MET000667,PROJ000085,Deployment Frequency,7.75,2025-10-15
MET000668,PROJ000217,Bug Resolution Rate,1.25,2026-01-20
MET000669,PROJ000133,Average Response Time,63.61,2025-04-04
MET000670,PROJ000094,Retention Rate,71.24,2025-10-24
MET000671,PROJ000008,Retention Rate,95.71,2024-08-31
MET000672,PROJ000084,Monthly Active Users,73.27,2025-01-23
MET000673,PROJ000199,Deployment Frequency,91.42,2025-01-21
MET000674,PROJ000091,Bug Resolution Rate,93.38,2024-12-15
MET000675,PROJ000094,Feature Completion,32.03,2025-08-07
MET000676,PROJ000204,Net Promoter Score,9.22,2025-04-17
MET000677,PROJ000238,Feature Adoption,44.45,2026-06-29
MET000678,PROJ000144,Monthly Active Users,20.71,2025-03-11
MET000679,PROJ000243,Retention Rate,79.1,2025-04-14
MET000680,PROJ000170,Monthly Active Users,94.07,2024-09-07
MET000681,PROJ000215,Bug Resolution Rate,22.31,2024-09-26
MET000682,PROJ000081,Sprint Velocity,39.0,2025-11-28
MET000683,PROJ000171,Average Response Time,63.97,2025-11-01
MET000684,PROJ000245,Customer Satisfaction,90.32,2025-09-18
MET000685,PROJ000206,Deployment Frequency,22.82,2025-08-11
MET000686,PROJ000238,Bug Resolution Rate,66.94,2026-02-14
MET000687,PROJ000160,Monthly Active Users,33.78,2025-07-16
MET000688,PROJ000114,Retention Rate,90.13,2025-04-09
MET000689,PROJ000233,Monthly Active Users,82.37,2025-11-26
MET000690,PROJ000039,Bug Resolution Rate,36.16,2024-08-18
MET000691,PROJ000033,Deployment Frequency,16.22,2024-11-19
MET000692,PROJ000222,Retention Rate,54.76,2024-12-11
MET000693,PROJ000061,Monthly Active Users,41.48,2026-01-02
MET000694,PROJ000032,Monthly Active Users,14.87,2024-12-16
MET000695,PROJ000157,Sprint Velocity,10.41,2025-10-21
MET000696,PROJ000211,Customer Satisfaction,65.55,2026-05-27
MET000697,PROJ000053,Net Promoter Score,16.0,2025-10-13
MET000698,PROJ000198,Sprint Velocity,56.65,2025-10-06
MET000699,PROJ000204,Average Response Time,96.62,2026-06-03
MET000700,PROJ000134,Feature Adoption,66.97,2025-01-27
MET000701,PROJ000125,Feature Adoption,43.51,2025-10-15
MET000702,PROJ000246,Feature Adoption,18.0,2025-12-09
MET000703,PROJ000115,Retention Rate,57.38,2024-07-24
MET000704,PROJ000116,Feature Completion,55.15,2025-12-05
MET000705,PROJ000135,Net Promoter Score,67.49,2025-01-03
MET000706,PROJ000210,Feature Adoption,26.16,2025-12-02
MET000707,PROJ000052,Sprint Velocity,71.85,2026-05-30
MET000708,PROJ000008,Bug Resolution Rate,44.47,2025-01-13
MET000709,PROJ000061,Monthly Active Users,13.88,2024-12-05
MET000710,PROJ000099,Monthly Active Users,31.89,2026-01-20
MET000711,PROJ000058,Customer Satisfaction,81.2,2026-01-13
MET000712,PROJ000122,Sprint Velocity,75.27,2026-04-28
MET000713,PROJ000151,Retention Rate,97.84,2026-04-21
MET000714,PROJ000101,Bug Resolution Rate,96.39,2025-09-03
MET000715,PROJ000228,Net Promoter Score,5.62,2024-12-03
MET000716,PROJ000112,Sprint Velocity,52.34,2026-06-29
MET000717,PROJ000151,Feature Completion,2.31,2026-01-14
MET000718,PROJ000189,Monthly Active Users,10.16,2026-05-14
MET000719,PROJ000125,Bug Resolution Rate,65.68,2025-10-23
MET000720,PROJ000081,Monthly Active Users,86.77,2025-07-07
MET000721,PROJ000177,Monthly Active Users,25.65,2025-12-10
MET000722,PROJ000158,Customer Satisfaction,47.11,2026-04-09
MET000723,PROJ000062,Feature Completion,47.25,2026-03-22
MET000724,PROJ000153,Deployment Frequency,99.15,2025-11-06
MET000725,PROJ000171,Monthly Active Users,51.86,2025-10-06
MET000726,PROJ000110,Retention Rate,13.61,2026-05-23
MET000727,PROJ000087,Sprint Velocity,73.61,2025-12-08
MET000728,PROJ000196,Feature Completion,16.8,2025-08-31
MET000729,PROJ000140,Retention Rate,17.41,2025-04-08
MET000730,PROJ000047,Feature Adoption,30.89,2025-08-21
MET000731,PROJ000085,Feature Completion,90.45,2026-03-26
MET000732,PROJ000114,Customer Satisfaction,81.92,2026-06-10
MET000733,PROJ000086,Bug Resolution Rate,15.01,2025-07-25
MET000734,PROJ000225,Deployment Frequency,99.33,2025-08-23
MET000735,PROJ000116,Average Response Time,10.46,2024-09-06
MET000736,PROJ000089,Customer Satisfaction,8.88,2026-05-20
MET000737,PROJ000012,Net Promoter Score,59.46,2025-03-03
MET000738,PROJ000145,Feature Adoption,81.57,2026-04-13
MET000739,PROJ000024,Customer Satisfaction,30.67,2024-11-11
MET000740,PROJ000157,Feature Adoption,12.65,2025-05-04
MET000741,PROJ000054,Retention Rate,44.67,2026-04-07
MET000742,PROJ000014,Average Response Time,26.01,2024-07-29
MET000743,PROJ000198,Monthly Active Users,57.18,2024-09-02
MET000744,PROJ000235,Net Promoter Score,30.88,2025-04-14
MET000745,PROJ000183,Monthly Active Users,74.33,2024-10-28
MET000746,PROJ000101,Retention Rate,40.48,2025-09-16
MET000747,PROJ000213,Bug Resolution Rate,60.19,2026-02-22
MET000748,PROJ000150,Bug Resolution Rate,93.4,2025-07-07
MET000749,PROJ000131,Net Promoter Score,45.75,2025-09-13
MET000750,PROJ000229,Retention Rate,27.32,2026-07-08
MET000751,PROJ000088,Deployment Frequency,43.37,2026-02-11
MET000752,PROJ000234,Bug Resolution Rate,25.08,2025-11-22
MET000753,PROJ000146,Feature Completion,68.71,2025-10-12
MET000754,PROJ000070,Sprint Velocity,18.43,2026-05-05
MET000755,PROJ000193,Monthly Active Users,62.97,2025-09-10
MET000756,PROJ000012,Feature Completion,1.27,2025-03-26
MET000757,PROJ000231,Average Response Time,55.79,2024-07-22
MET000758,PROJ000244,Monthly Active Users,60.05,2025-05-14
MET000759,PROJ000225,Feature Completion,53.95,2024-07-23
MET000760,PROJ000166,Feature Completion,41.09,2025-01-12
MET000761,PROJ000036,Feature Completion,39.62,2025-07-04
MET000762,PROJ000184,Average Response Time,55.75,2026-03-07
MET000763,PROJ000134,Feature Adoption,90.23,2025-09-28
MET000764,PROJ000184,Retention Rate,3.09,2026-07-03
MET000765,PROJ000214,Feature Completion,59.93,2025-03-14
MET000766,PROJ000143,Retention Rate,15.68,2025-06-19
MET000767,PROJ000096,Net Promoter Score,94.73,2024-11-12
MET000768,PROJ000096,Sprint Velocity,13.12,2026-02-01
MET000769,PROJ000139,Customer Satisfaction,51.72,2025-10-10
MET000770,PROJ000221,Customer Satisfaction,62.69,2025-07-09
MET000771,PROJ000060,Bug Resolution Rate,97.9,2025-06-21
MET000772,PROJ000162,Sprint Velocity,98.64,2024-08-19
MET000773,PROJ000115,Net Promoter Score,12.96,2024-11-13
MET000774,PROJ000103,Feature Adoption,1.8,2025-05-25
MET000775,PROJ000089,Bug Resolution Rate,56.27,2025-04-11
MET000776,PROJ000199,Net Promoter Score,34.09,2025-01-19
MET000777,PROJ000247,Feature Completion,17.39,2026-06-18
MET000778,PROJ000181,Feature Adoption,62.22,2025-02-01
MET000779,PROJ000182,Customer Satisfaction,44.17,2026-02-16
MET000780,PROJ000174,Monthly Active Users,26.86,2025-07-19
MET000781,PROJ000176,Feature Adoption,4.65,2025-03-03
MET000782,PROJ000183,Retention Rate,0.87,2025-10-18
MET000783,PROJ000113,Bug Resolution Rate,55.41,2025-12-02
MET000784,PROJ000003,Monthly Active Users,39.76,2026-06-04
MET000785,PROJ000056,Bug Resolution Rate,18.44,2026-01-26
MET000786,PROJ000185,Retention Rate,25.26,2025-10-11
MET000787,PROJ000224,Monthly Active Users,78.08,2026-04-20
MET000788,PROJ000228,Monthly Active Users,4.57,2026-01-24
