sprint_id,project_id,sprint_name,goal,status,start_date,end_date
SPR001053,PROJ000017,Sprint 1053,Five simply option sing property on thought shoulder central.,Active,2026-01-04,2026-01-21
SPR001054,PROJ000002,Sprint 1054,Development garden question public history she air.,Planned,2024-10-20,2025-07-19
SPR001055,PROJ000223,Sprint 1055,Home operation day possible collection himself minute listen across.,Active,2025-08-22,2025-12-10
SPR001056,PROJ000212,Sprint 1056,Involve cultural she shake staff institution central end.,Active,2026-01-03,2026-08-20
SPR001057,PROJ000068,Sprint 1057,Since early recently security likely agree early remain.,Active,2025-06-16,2026-08-21
SPR001058,PROJ000184,Sprint 1058,Debate foreign make police seven family various discover.,Completed,2025-12-04,2026-06-29
SPR001059,PROJ000159,Sprint 1059,Audience operation better administration late hope ability system.,Planned,2026-03-04,2026-04-19
SPR001060,PROJ000223,Sprint 1060,Financial product available worry president surface.,Planned,2025-05-03,2026-04-19
SPR001061,PROJ000180,Sprint 1061,Statement she social crime issue production someone morning.,Planned,2025-09-20,2026-01-16
SPR001062,PROJ000092,Sprint 1062,Common somebody majority TV recent project artist.,Active,2025-01-08,2026-04-03
SPR001063,PROJ000122,Sprint 1063,Like wear reveal number.,Active,2026-01-20,2026-05-10
SPR001064,PROJ000147,Sprint 1064,Shake science reflect measure yeah author.,Completed,2025-11-22,2026-07-28
SPR001065,PROJ000116,Sprint 1065,Seek do nor environment travel mean.,Planned,2026-02-05,2026-06-07
SPR001066,PROJ000133,Sprint 1066,Others agency several while red go thank green research just.,Active,2026-01-03,2026-08-15
SPR001067,PROJ000068,Sprint 1067,Price usually put medical Republican too floor population white.,Completed,2026-02-23,2026-05-19
SPR001068,PROJ000210,Sprint 1068,Option person modern language today part us walk purpose moment.,Active,2025-12-18,2026-07-23
SPR001069,PROJ000081,Sprint 1069,Evening until soon energy force take white Mrs.,Planned,2026-05-22,2026-08-14
SPR001070,PROJ000071,Sprint 1070,Water collection voice under anyone.,Active,2025-11-21,2026-04-05
SPR001071,PROJ000186,Sprint 1071,Organization room remember once maintain property.,Active,2025-04-30,2025-05-18
SPR001072,PROJ000125,Sprint 1072,Every I whether visit others.,Completed,2025-05-23,2025-09-20
SPR001073,PROJ000008,Sprint 1073,North member mother experience top medical key table.,Active,2025-02-05,2025-02-20
SPR001074,PROJ000246,Sprint 1074,Artist fire growth store employee return child enough strategy common.,Active,2026-04-12,2026-06-13
SPR001075,PROJ000155,Sprint 1075,Actually sing though yet tax director company return catch.,Planned,2025-04-19,2025-10-28
SPR001076,PROJ000062,Sprint 1076,General citizen sense require most provide physical quality possible series those.,Completed,2025-08-16,2025-10-27
SPR001077,PROJ000022,Sprint 1077,Dog recent laugh rock paper follow treatment himself cell.,Planned,2025-08-19,2025-11-13
SPR001078,PROJ000229,Sprint 1078,Simple read I song appear attention also large environment.,Planned,2026-06-07,2026-07-01
SPR001079,PROJ000043,Sprint 1079,Direction enter view clear condition every capital.,Active,2026-03-04,2026-05-28
SPR001080,PROJ000036,Sprint 1080,Citizen its seek program international.,Completed,2024-12-24,2026-06-02
SPR001081,PROJ000190,Sprint 1081,Movement pressure employee garden bill it determine report white little.,Completed,2025-08-14,2026-01-28
SPR001082,PROJ000191,Sprint 1082,Hundred arrive interest result sure beat draw suggest.,Completed,2025-10-04,2026-03-21
SPR001083,PROJ000229,Sprint 1083,Along share choice these development poor hear indeed worker.,Completed,2026-05-07,2026-07-09
SPR001084,PROJ000062,Sprint 1084,Outside heart officer great light five how easy this.,Completed,2025-08-02,2026-06-17
SPR001085,PROJ000128,Sprint 1085,All simple over result close.,Completed,2025-08-10,2026-05-01
SPR001086,PROJ000223,Sprint 1086,South mean house many owner different factor.,Completed,2025-08-30,2026-07-03
SPR001087,PROJ000243,Sprint 1087,South far result pass training step.,Active,2026-05-18,2026-08-10
SPR001088,PROJ000213,Sprint 1088,Door court Democrat back sign happy.,Planned,2026-02-08,2026-06-16
SPR001089,PROJ000051,Sprint 1089,Member pretty foreign morning himself whatever left able.,Planned,2025-09-10,2026-06-19
SPR001090,PROJ000141,Sprint 1090,Right expect test campaign choose this.,Active,2024-11-23,2025-06-13
SPR001091,PROJ000246,Sprint 1091,Above year page some red international science entire establish rather.,Planned,2024-08-28,2025-05-22
SPR001092,PROJ000053,Sprint 1092,Thought democratic may put.,Active,2025-05-09,2025-11-11
SPR001093,PROJ000245,Sprint 1093,End almost thus protect poor.,Completed,2024-11-25,2025-03-24
SPR001094,PROJ000125,Sprint 1094,North front player actually fact week.,Planned,2025-10-10,2026-04-03
SPR001095,PROJ000187,Sprint 1095,Year challenge hold toward when art side mean.,Active,2024-12-20,2026-06-02
SPR001096,PROJ000161,Sprint 1096,Out most east president page energy.,Completed,2025-01-23,2026-04-13
SPR001097,PROJ000107,Sprint 1097,Know under industry party community game ago fill better.,Planned,2025-05-25,2025-10-24
SPR001098,PROJ000242,Sprint 1098,Effect event activity current small onto everything we cultural.,Planned,2026-04-27,2026-07-04
SPR001099,PROJ000128,Sprint 1099,Phone share arm success beat day.,Planned,2024-12-14,2026-05-14
SPR001100,PROJ000234,Sprint 1100,Green yourself seek gas outside next.,Completed,2025-07-18,2025-09-06
SPR001101,PROJ000050,Sprint 1101,Meeting cultural simple product parent.,Active,2025-08-26,2026-03-15
SPR001102,PROJ000176,Sprint 1102,Between edge one notice back next.,Completed,2026-06-20,2026-06-29
SPR001103,PROJ000193,Sprint 1103,Character think hotel build development.,Active,2026-04-17,2026-07-12
SPR001104,PROJ000155,Sprint 1104,Summer growth church score hospital cut.,Completed,2025-04-17,2026-01-12
SPR001105,PROJ000111,Sprint 1105,Girl herself important lead enough low others role range.,Completed,2025-05-16,2025-06-18
SPR001106,PROJ000001,Sprint 1106,Year dream this southern dark them value.,Completed,2026-06-14,2026-07-23
SPR001107,PROJ000004,Sprint 1107,Agent learn keep man family physical hand task scene.,Planned,2026-03-29,2026-07-30
SPR001108,PROJ000093,Sprint 1108,Hold him for onto down civil bring citizen rule.,Planned,2024-08-26,2025-12-09
SPR001109,PROJ000079,Sprint 1109,His save off have page day determine send.,Active,2026-01-26,2026-03-11
SPR001110,PROJ000069,Sprint 1110,Customer cut group movement themselves may discover guy vote.,Planned,2025-08-13,2025-12-29
SPR001111,PROJ000159,Sprint 1111,Finish gas theory rise family some sort.,Planned,2025-11-08,2026-07-27
SPR001112,PROJ000222,Sprint 1112,Treat key soon participant assume occur service.,Active,2024-10-10,2025-06-07
SPR001113,PROJ000018,Sprint 1113,Paper set town choice including rather.,Planned,2024-10-24,2024-12-20
SPR001114,PROJ000062,Sprint 1114,Ever watch case without thus sound.,Active,2024-10-24,2025-01-10
SPR001115,PROJ000054,Sprint 1115,Ball himself political pressure issue mission.,Active,2025-11-25,2026-03-13
SPR001116,PROJ000130,Sprint 1116,Pattern action you hand usually generation.,Completed,2025-11-15,2026-03-22
SPR001117,PROJ000020,Sprint 1117,Organization station hospital movement friend.,Active,2024-12-10,2025-01-17
SPR001118,PROJ000235,Sprint 1118,Question happy main per economic item new.,Completed,2025-05-04,2025-05-15
SPR001119,PROJ000016,Sprint 1119,Little lawyer work member down quite.,Planned,2026-03-03,2026-04-23
SPR001120,PROJ000240,Sprint 1120,Vote evidence yet player care have opportunity keep despite stock.,Completed,2025-12-20,2026-06-10
SPR001121,PROJ000087,Sprint 1121,Economic later some left dog street accept miss analysis.,Completed,2025-02-23,2025-03-11
SPR001122,PROJ000071,Sprint 1122,Should arrive event board check hope plan bar many.,Planned,2025-09-30,2026-03-25
SPR001123,PROJ000101,Sprint 1123,Us option successful population camera attack ahead hair.,Completed,2025-12-06,2025-12-20
SPR001124,PROJ000158,Sprint 1124,Mouth say artist economic.,Planned,2026-03-05,2026-06-07
SPR001125,PROJ000051,Sprint 1125,Five factor husband reality two mind wear.,Active,2024-09-25,2025-08-23
SPR001126,PROJ000056,Sprint 1126,For break drug cost.,Planned,2026-05-03,2026-07-04
SPR001127,PROJ000033,Sprint 1127,Specific everyone very teach administration weight pressure.,Planned,2025-05-27,2026-04-18
SPR001128,PROJ000101,Sprint 1128,Increase fill force forget huge.,Active,2025-09-02,2026-02-05
SPR001129,PROJ000126,Sprint 1129,View decide rule red attorney down beat improve.,Active,2024-12-28,2025-04-02
SPR001130,PROJ000204,Sprint 1130,Trouble expert finally husband bar coach page protect.,Active,2026-02-07,2026-02-16
SPR001131,PROJ000190,Sprint 1131,National since question different.,Active,2026-01-18,2026-04-02
SPR001132,PROJ000232,Sprint 1132,Human should someone admit data face ahead.,Planned,2024-08-30,2025-04-25
SPR001133,PROJ000107,Sprint 1133,Offer firm look sister might minute.,Active,2024-07-27,2024-10-29
SPR001134,PROJ000170,Sprint 1134,Bed teacher collection economic cover than five.,Active,2025-01-27,2026-07-16
SPR001135,PROJ000187,Sprint 1135,Relationship property occur too third.,Active,2025-01-07,2026-01-31
SPR001136,PROJ000009,Sprint 1136,Ten candidate drug thus particularly.,Active,2024-08-24,2026-04-02
SPR001137,PROJ000234,Sprint 1137,Without partner account now really particularly level nature.,Planned,2026-02-22,2026-03-21
SPR001138,PROJ000124,Sprint 1138,Stuff various improve detail usually hard allow number including.,Completed,2025-04-27,2025-05-23
SPR001139,PROJ000103,Sprint 1139,Hotel music industry long challenge hair Mrs play occur.,Completed,2025-03-16,2025-10-11
SPR001140,PROJ000222,Sprint 1140,Key upon lead manage establish political.,Active,2025-06-09,2025-07-14
SPR001141,PROJ000206,Sprint 1141,Way nearly inside bar energy at.,Active,2025-05-20,2026-02-19
SPR001142,PROJ000095,Sprint 1142,Money police whose affect shoulder culture.,Completed,2025-09-11,2026-03-06
SPR001143,PROJ000111,Sprint 1143,Skill it low husband rock professor at stand join opportunity.,Completed,2025-03-21,2026-07-22
SPR001144,PROJ000138,Sprint 1144,Themselves official foreign eight remain.,Planned,2025-08-23,2026-07-10
SPR001145,PROJ000194,Sprint 1145,Yeah eat finish democratic author husband within simple seek large investment.,Planned,2025-10-15,2026-04-25
SPR001146,PROJ000127,Sprint 1146,Move behind hear forget view party professor about area break.,Active,2025-07-23,2026-06-06
SPR001147,PROJ000041,Sprint 1147,Argue media ask hospital PM model strong mission must.,Active,2025-08-21,2026-04-27
SPR001148,PROJ000155,Sprint 1148,Himself bad six eight health decide evidence color.,Active,2025-07-19,2026-03-24
SPR001149,PROJ000033,Sprint 1149,Successful person international several move personal street kind computer.,Active,2024-09-04,2026-02-23
SPR001150,PROJ000073,Sprint 1150,Nearly herself board recognize attention key strategy rather husband.,Active,2025-04-14,2026-03-02
SPR001151,PROJ000086,Sprint 1151,Job citizen state something mother event energy plant purpose.,Active,2025-09-30,2026-02-18
SPR001152,PROJ000075,Sprint 1152,Factor spring continue specific next.,Active,2025-10-23,2026-05-18
SPR001153,PROJ000186,Sprint 1153,Speech theory may decision as.,Completed,2024-10-19,2026-03-18
SPR001154,PROJ000066,Sprint 1154,Now best say argue stage until happy.,Completed,2025-08-09,2026-05-16
SPR001155,PROJ000143,Sprint 1155,Such over thank operation admit cost you.,Completed,2024-08-25,2025-07-11
SPR001156,PROJ000223,Sprint 1156,Page say word light language president hold pretty hit morning.,Active,2024-10-22,2025-04-28
SPR001157,PROJ000178,Sprint 1157,Serve various police thought money party eat join.,Completed,2024-12-22,2026-06-24
SPR001158,PROJ000229,Sprint 1158,Nice want yourself exactly become computer.,Completed,2024-08-22,2026-01-22
SPR001159,PROJ000228,Sprint 1159,New big knowledge recognize by smile magazine according newspaper.,Completed,2024-12-07,2025-03-01
SPR001160,PROJ000144,Sprint 1160,Member serious simply pretty street itself those animal.,Completed,2025-08-17,2025-11-03
SPR001161,PROJ000159,Sprint 1161,City hotel dark country different plan heart trip environmental.,Active,2026-01-19,2026-03-19
SPR001162,PROJ000056,Sprint 1162,Society thing oil fish accept pattern data.,Planned,2024-11-19,2026-07-07
SPR001163,PROJ000118,Sprint 1163,See seven tree good long sense might.,Planned,2025-06-01,2025-09-14
SPR001164,PROJ000225,Sprint 1164,Sit seek watch forget old still leave.,Planned,2026-02-02,2026-06-08
SPR001165,PROJ000190,Sprint 1165,Career begin lot rise group indicate give program feeling.,Planned,2024-10-22,2025-08-09
SPR001166,PROJ000219,Sprint 1166,Program number year partner expert high say.,Completed,2025-10-14,2026-07-16
SPR001167,PROJ000091,Sprint 1167,Student movement spring response evening at course investment save.,Completed,2024-07-22,2024-10-30
SPR001168,PROJ000013,Sprint 1168,Across fact spring form generation life respond.,Completed,2024-07-22,2025-10-05
SPR001169,PROJ000153,Sprint 1169,Black bed list friend move time.,Active,2024-10-26,2026-02-05
SPR001170,PROJ000126,Sprint 1170,Power it white individual movie.,Planned,2025-08-04,2025-10-30
SPR001171,PROJ000057,Sprint 1171,These firm force age nice report political.,Planned,2025-10-05,2025-12-10
SPR001172,PROJ000096,Sprint 1172,Member nation drop win safe type Republican center happen.,Completed,2026-03-21,2026-04-25
SPR001173,PROJ000205,Sprint 1173,Kitchen they force key ten age loss.,Completed,2026-03-21,2026-04-19
SPR001174,PROJ000048,Sprint 1174,Newspaper movement hundred pattern population ball start.,Planned,2025-10-18,2026-08-02
SPR001175,PROJ000183,Sprint 1175,Wish government lead stand main move building ball.,Active,2025-02-16,2025-02-24
SPR001176,PROJ000117,Sprint 1176,Situation indicate turn each son marriage few page.,Completed,2025-05-11,2026-04-02
SPR001177,PROJ000058,Sprint 1177,Catch shoulder education visit article floor mother high free country.,Active,2025-06-27,2026-06-05
SPR001178,PROJ000081,Sprint 1178,Themselves affect build him leave six dream policy.,Active,2025-12-30,2026-02-10
SPR001179,PROJ000131,Sprint 1179,Campaign level staff for campaign blue stop beautiful time.,Completed,2025-07-07,2026-08-10
SPR001180,PROJ000114,Sprint 1180,Since sister ask maybe always.,Active,2024-11-16,2025-11-22
SPR001181,PROJ000147,Sprint 1181,Discussion simply according us know stand girl most pretty.,Planned,2025-09-26,2025-12-15
SPR001182,PROJ000113,Sprint 1182,Tonight low how billion individual dream.,Completed,2025-08-03,2025-10-24
SPR001183,PROJ000110,Sprint 1183,Watch fund newspaper kind practice according.,Completed,2025-04-05,2026-03-29
SPR001184,PROJ000235,Sprint 1184,Maybe cut director different program.,Active,2025-01-07,2025-02-09
SPR001185,PROJ000079,Sprint 1185,Me too leader coach hundred.,Planned,2024-10-04,2025-03-08
SPR001186,PROJ000078,Sprint 1186,Force lawyer factor officer PM vote population thought he tax.,Planned,2025-12-02,2026-06-11
SPR001187,PROJ000036,Sprint 1187,Management mission type American pretty plant.,Planned,2026-02-21,2026-05-11
SPR001188,PROJ000159,Sprint 1188,Two partner son foot concern kind number.,Completed,2026-06-15,2026-07-11
SPR001189,PROJ000027,Sprint 1189,Number kitchen laugh act natural major because high.,Completed,2025-05-08,2026-05-12
SPR001190,PROJ000242,Sprint 1190,Different late similar behind painting hour style nor off.,Planned,2024-11-02,2025-10-12
SPR001191,PROJ000210,Sprint 1191,Appear door film necessary foot remain continue receive.,Completed,2025-04-27,2025-04-28
SPR001192,PROJ000137,Sprint 1192,Possible billion performance student become.,Active,2026-03-28,2026-06-27
SPR001193,PROJ000069,Sprint 1193,Top federal fund write card ground gas hit moment.,Completed,2026-01-23,2026-03-19
SPR001194,PROJ000193,Sprint 1194,Between recognize sit owner adult popular fish knowledge.,Active,2026-04-17,2026-08-01
SPR001195,PROJ000230,Sprint 1195,However them provide social by source.,Planned,2025-08-06,2026-05-21
SPR001196,PROJ000013,Sprint 1196,Score southern material history cultural person record.,Active,2026-05-08,2026-05-16
SPR001197,PROJ000082,Sprint 1197,Full sister tell civil long strong able above perhaps.,Active,2025-09-10,2025-11-04
SPR001198,PROJ000170,Sprint 1198,Expert on everyone street respond action whatever note.,Planned,2026-01-10,2026-05-05
SPR001199,PROJ000200,Sprint 1199,Argue score case fill citizen your fall throw.,Planned,2026-03-25,2026-06-27
SPR001200,PROJ000187,Sprint 1200,Person move ahead foot easy fight family.,Active,2025-07-31,2025-10-28
